,relationship,first_name,second_name,co_bills,co_bills_status,co_bills_total
21792,Charles SydnorTerri Hill,Charles Sydnor,Terri Hill,"[1072334, 1072376, 1083056]","[1, 1, 1]",3
17279,Ana GutierrezBonnie Cullison,Ana Gutierrez,Bonnie Cullison,"[1073936, 1084082, 1085242]","[1, 1, 1]",3
20609,Aruna MillerNick Mosby,Aruna Miller,Nick Mosby,"[1069867, 1069890, 1073955]","[4, 1, 1]",3
7973,Marc KormanMark Chang,Marc Korman,Mark Chang,"[1062548, 1069843, 1083116]","[4, 4, 1]",3
17283,Bonnie CullisonRic Metzgar,Bonnie Cullison,Ric Metzgar,"[1069902, 1083063, 1101455]","[4, 4, 2]",3
13608,Mary Ann LisantiRic Metzgar,Mary Ann Lisanti,Ric Metzgar,"[1084956, 1085081, 1085165]","[1, 1, 1]",3
23263,Antonio HayesTerri Hill,Antonio Hayes,Terri Hill,"[1059478, 1084970, 1084864]","[4, 4, 2]",3
10530,James BrochinJim Mathias,James Brochin,Jim Mathias,"[1066838, 1090810, 1094140]","[4, 5, 2]",3
12098,Johnny MautzMary Carozza,Johnny Mautz,Mary Carozza,"[1085083, 1084993, 1085205]","[1, 1, 1]",3
11915,C.T. WilsonNick Mosby,C.T. Wilson,Nick Mosby,"[1083150, 1083121, 1085252]","[2, 4, 2]",3
13620,Kumar BarvePamela Beidle,Kumar Barve,Pamela Beidle,"[1077148, 1085211, 1085194]","[4, 4, 1]",3
25903,Mark ChangTheodore Sophocleus,Mark Chang,Theodore Sophocleus,"[1065025, 1078897, 1094126]","[1, 1, 1]",3
25999,Ana GutierrezMark Chang,Ana Gutierrez,Mark Chang,"[1073936, 1084082, 1084870]","[1, 1, 1]",3
13634,Eric LuedtkePamela Beidle,Eric Luedtke,Pamela Beidle,"[1061025, 1062543, 1075253]","[1, 4, 4]",3
15214,Charles SydnorCurtis Anderson,Charles Sydnor,Curtis Anderson,"[1059015, 1066864, 1083056]","[1, 2, 1]",3
6171,Roger MannoThomas Middleton,Roger Manno,Thomas Middleton,"[1058117, 1073967, 1080788]","[4, 2, 2]",3
15065,Angela GibsonCharles Sydnor,Angela Gibson,Charles Sydnor,"[1066864, 1083056, 1084926]","[2, 1, 1]",3
17960,Jheanelle WilkinsKaren Young,Jheanelle Wilkins,Karen Young,"[1072333, 1080813, 1085088]","[2, 1, 4]",3
17304,Bob CassillyDelores Kelley,Bob Cassilly,Delores Kelley,"[1073089, 1077153, 1104408]","[4, 1, 4]",3
20628,April RoseAruna Miller,April Rose,Aruna Miller,"[1065048, 1065026, 1085182]","[4, 1, 1]",3
9475,Eric BromwellShane Pendergrass,Eric Bromwell,Shane Pendergrass,"[1069929, 1077089, 1095742]","[4, 4, 4]",3
15240,Antonio HayesCurtis Anderson,Antonio Hayes,Curtis Anderson,"[1059015, 1084970, 1085193]","[1, 4, 1]",3
17975,Jheanelle WilkinsKathleen Dumais,Jheanelle Wilkins,Kathleen Dumais,"[1036197, 1072398, 1077077]","[4, 4, 4]",3
13590,Diana FennellMary Ann Lisanti,Diana Fennell,Mary Ann Lisanti,"[1073070, 1081699, 1085227]","[1, 2, 4]",3
15254,Curtis AndersonNick Mosby,Curtis Anderson,Nick Mosby,"[1059015, 1073069, 1085046]","[1, 1, 1]",3
11909,C.T. WilsonRichard Impallaria,C.T. Wilson,Richard Impallaria,"[1083121, 1083020, 1085139]","[4, 4, 1]",3
7974,Diana FennellMarc Korman,Diana Fennell,Marc Korman,"[1062548, 1069918, 1069843]","[4, 4, 4]",3
23843,Kevin HornbergerRic Metzgar,Kevin Hornberger,Ric Metzgar,"[1084956, 1085081, 1085165]","[1, 1, 1]",3
10345,Ariana KellySid Saab,Ariana Kelly,Sid Saab,"[1081676, 1085207, 1085111]","[2, 4, 4]",3
23985,Antonio HayesChristian Miele,Antonio Hayes,Christian Miele,"[1073078, 1083993, 1084970]","[1, 4, 4]",3
9361,Eric BromwellSusan Krebs,Eric Bromwell,Susan Krebs,"[1069929, 1077089, 1095742]","[4, 4, 4]",3
10597,Douglas PetersGeorge Edwards,Douglas Peters,George Edwards,"[1081678, 1081627, 1095747]","[4, 4, 4]",3
7845,Kumar BarveMarc Korman,Kumar Barve,Marc Korman,"[1062548, 1069843, 1072355]","[4, 4, 1]",3
10593,George EdwardsKatherine Klausmeier,George Edwards,Katherine Klausmeier,"[1072339, 1075281, 1105449]","[4, 1, 4]",3
17234,Bonnie CullisonKathy Szeliga,Bonnie Cullison,Kathy Szeliga,"[1069902, 1080710, 1083063]","[4, 1, 4]",3
20586,Aruna MillerTerri Hill,Aruna Miller,Terri Hill,"[1065048, 1065026, 1084001]","[4, 1, 1]",3
25868,Frank ConawayMary Washington,Frank Conaway,Mary Washington,"[1083994, 1085261, 1084930]","[1, 2, 2]",3
15251,Curtis AndersonRobbyn Lewis,Curtis Anderson,Robbyn Lewis,"[1061065, 1066889, 1084056]","[1, 1, 2]",3
20569,Aruna MillerCharles Sydnor,Aruna Miller,Charles Sydnor,"[1069867, 1073956, 1083056]","[4, 1, 1]",3
17984,Charles SydnorJheanelle Wilkins,Charles Sydnor,Jheanelle Wilkins,"[1073100, 1075235, 1083056]","[2, 4, 1]",3
23846,Christian MieleKevin Hornberger,Christian Miele,Kevin Hornberger,"[1084866, 1085112, 1085141]","[1, 1, 1]",3
20582,Aruna MillerJazz Lewis,Aruna Miller,Jazz Lewis,"[1065048, 1065026, 1069867]","[4, 1, 4]",3
17249,Bonnie CullisonMary Carozza,Bonnie Cullison,Mary Carozza,"[1069902, 1085083, 1095164]","[4, 1, 2]",3
20584,Alfred CarrAruna Miller,Alfred Carr,Aruna Miller,"[1072327, 1073114, 1073956]","[1, 1, 1]",3
20925,Deb ReyKathleen Dumais,Deb Rey,Kathleen Dumais,"[1036197, 1071401, 1073035]","[4, 1, 4]",3
17957,Dana SteinJheanelle Wilkins,Dana Stein,Jheanelle Wilkins,"[1071295, 1081791, 1084982]","[1, 1, 1]",3
15072,Angela GibsonMarice Morales,Angela Gibson,Marice Morales,"[1069884, 1071279, 1075262]","[1, 2, 1]",3
13554,Mary Ann LisantiRichard Impallaria,Mary Ann Lisanti,Richard Impallaria,"[1065114, 1081796, 1084096]","[4, 4, 4]",3
23931,Antonio HayesRobbyn Lewis,Antonio Hayes,Robbyn Lewis,"[1061065, 1066889, 1077096]","[1, 1, 4]",3
20699,Frank TurnerKevin Hornberger,Frank Turner,Kevin Hornberger,"[1062551, 1069912, 1083103]","[4, 4, 2]",3
13732,Andrew CassillyPamela Beidle,Andrew Cassilly,Pamela Beidle,"[1071351, 1077148, 1085194]","[2, 4, 1]",3
13736,Pamela BeidleShane Robinson,Pamela Beidle,Shane Robinson,"[1058118, 1071351, 1077148]","[5, 2, 4]",3
16235,Paul CordermanTeresa Reilly,Paul Corderman,Teresa Reilly,"[1085048, 1084883, 1084917]","[1, 1, 4]",3
403,Deb ReyJeff Ghrist,Deb Rey,Jeff Ghrist,"[1073035, 1081736, 1083968]","[4, 1, 1]",3
10380,Ariana KellyShane Pendergrass,Ariana Kelly,Shane Pendergrass,"[1072337, 1085230, 1085207]","[1, 4, 4]",3
10424,Bryan SimonaireJim Mathias,Bryan Simonaire,Jim Mathias,"[1036470, 1036419, 1094140]","[2, 4, 2]",3
13812,Bob CassillyBryan Simonaire,Bob Cassilly,Bryan Simonaire,"[1069922, 1073127, 1104408]","[1, 2, 4]",3
16240,Matt MorganPaul Corderman,Matt Morgan,Paul Corderman,"[1081634, 1085064, 1085299]","[4, 1, 1]",3
10414,Jim MathiasShirley Nathan-Pulliam,Jim Mathias,Shirley Nathan-Pulliam,"[1066859, 1071373, 1094140]","[4, 4, 2]",3
11936,C.T. WilsonDarryl Barnes,C.T. Wilson,Darryl Barnes,"[1083150, 1083121, 1085252]","[2, 4, 2]",3
10384,Ariana KellyJay Jalisi,Ariana Kelly,Jay Jalisi,"[1085230, 1084977, 1085207]","[4, 1, 4]",3
13771,Bob FlanaganPamela Beidle,Bob Flanagan,Pamela Beidle,"[1077148, 1094138, 1094129]","[4, 1, 1]",3
20723,David MoonFrank Turner,David Moon,Frank Turner,"[1062472, 1080841, 1084928]","[1, 5, 1]",3
10400,Ariana KellyChristian Miele,Ariana Kelly,Christian Miele,"[1073052, 1085230, 1085207]","[1, 4, 4]",3
20734,April RoseFrank Turner,April Rose,Frank Turner,"[1083103, 1083083, 1085182]","[2, 1, 1]",3
9443,Eric BromwellKathy Szeliga,Eric Bromwell,Kathy Szeliga,"[1069929, 1077089, 1095742]","[4, 4, 4]",3
20880,Joseph VallarioKathleen Dumais,Joseph Vallario,Kathleen Dumais,"[1036197, 1071401, 1084065]","[4, 1, 2]",3
22540,Deb ReyPamela Queen,Deb Rey,Pamela Queen,"[1072395, 1073035, 1077102]","[2, 4, 4]",3
13805,Bryan SimonaireStephen Hershey,Bryan Simonaire,Stephen Hershey,"[1066896, 1069806, 1075290]","[4, 2, 2]",3
20753,Carolyn HowardFrank Turner,Carolyn Howard,Frank Turner,"[1069912, 1083083, 1085206]","[4, 1, 1]",3
6078,Adelaide EckardtThomas Middleton,Adelaide Eckardt,Thomas Middleton,"[1069915, 1081602, 1081693]","[4, 2, 4]",3
21719,Jerry ClarkKathy Szeliga,Jerry Clark,Kathy Szeliga,"[1066893, 1085167, 1084894]","[1, 1, 1]",3
10448,Delores KelleyJim Mathias,Delores Kelley,Jim Mathias,"[1062483, 1090810, 1094140]","[1, 5, 2]",3
6145,Paul PinskyThomas Middleton,Paul Pinsky,Thomas Middleton,"[1069860, 1075263, 1069818]","[2, 1, 1]",3
15208,Curtis AndersonThe Speaker,Curtis Anderson,The Speaker,"[1085222, 1085039, 1085063]","[1, 4, 4]",3
10492,Jim MathiasPaul Pinsky,Jim Mathias,Paul Pinsky,"[1069860, 1075263, 1094140]","[2, 1, 2]",3
10371,Ariana KellyCarlos Sanchez,Ariana Kelly,Carlos Sanchez,"[1085230, 1085207, 1085150]","[4, 4, 2]",3
13646,Marvin HolmesPamela Beidle,Marvin Holmes,Pamela Beidle,"[1071351, 1077148, 1094131]","[2, 4, 1]",3
7848,Maggie McIntoshMarc Korman,Maggie McIntosh,Marc Korman,"[1062548, 1083054, 1090815]","[4, 4, 2]",3
20633,Aruna MillerMary Washington,Aruna Miller,Mary Washington,"[1065048, 1065026, 1084057]","[4, 1, 2]",3
20635,Aruna MillerTheodore Sophocleus,Aruna Miller,Theodore Sophocleus,"[1065048, 1073955, 1078918]","[4, 1, 4]",3
20644,Aruna MillerJay Jalisi,Aruna Miller,Jay Jalisi,"[1065048, 1069866, 1073955]","[4, 1, 1]",3
21669,Charles MuseUlysses Currie,Charles Muse,Ulysses Currie,"[1069908, 1073113, 1080853]","[4, 2, 1]",3
16253,Kevin HornbergerPaul Corderman,Kevin Hornberger,Paul Corderman,"[1073028, 1084875, 1084883]","[1, 1, 1]",3
15091,Angela GibsonAntonio Hayes,Angela Gibson,Antonio Hayes,"[1036254, 1069884, 1085193]","[4, 1, 1]",3
13678,Jerry ClarkPamela Beidle,Jerry Clark,Pamela Beidle,"[1066893, 1071351, 1077148]","[1, 2, 4]",3
6141,Susan LeeThomas Middleton,Susan Lee,Thomas Middleton,"[1061072, 1075265, 1077065]","[4, 4, 4]",3
7967,Angela AngelMarc Korman,Angela Angel,Marc Korman,"[1069918, 1069843, 1062466]","[4, 4, 1]",3
6133,Cheryl KaganThomas Middleton,Cheryl Kagan,Thomas Middleton,"[1066874, 1069796, 1072371]","[4, 1, 4]",3
17338,Delores KelleyMichael Hough,Delores Kelley,Michael Hough,"[1073089, 1077153, 1077085]","[4, 1, 4]",3
10378,Ariana KellyMark Chang,Ariana Kelly,Mark Chang,"[1073052, 1077083, 1085207]","[1, 2, 4]",3
6109,Thomas MiddletonWilliam Smith,Thomas Middleton,William Smith,"[1073967, 1081819, 1097850]","[2, 4, 4]",3
6104,Thomas MiddletonWilliam Ferguson,Thomas Middleton,William Ferguson,"[1078946, 1080767, 1081846]","[4, 4, 4]",3
13708,Pamela BeidleWilliam Folden,Pamela Beidle,William Folden,"[1071351, 1077148, 1085194]","[2, 4, 1]",3
13556,Mary Ann LisantiSid Saab,Mary Ann Lisanti,Sid Saab,"[1085102, 1085111, 1085122]","[1, 4, 1]",3
17899,James RosapepeStephen Waugh,James Rosapepe,Stephen Waugh,"[1073063, 1081767, 1081661]","[1, 2, 2]",3
9073,Adrienne JonesTony Knotts,Adrienne Jones,Tony Knotts,"[1065086, 1068464, 1069832]","[4, 1, 4]",3
13486,Jheanelle WilkinsMary Ann Lisanti,Jheanelle Wilkins,Mary Ann Lisanti,"[1066895, 1072398, 1073070]","[4, 4, 1]",3
4764,Bilal AliJoseline Pena-Melnyk,Bilal Ali,Joseline Pena-Melnyk,"[1075308, 1084006, 1084022]","[4, 1, 2]",3
22431,Marice MoralesNicholaus Kipke,Marice Morales,Nicholaus Kipke,"[1065104, 1080785, 1085090]","[4, 4, 4]",3
7825,Marc KormanVanessa Atterbeary,Marc Korman,Vanessa Atterbeary,"[1062473, 1078970, 1085161]","[2, 4, 4]",3
20963,Kathleen DumaisMichael Malone,Kathleen Dumais,Michael Malone,"[1036197, 1066851, 1083061]","[4, 1, 1]",3
10770,Alonzo WashingtonBrooke Lierman,Alonzo Washington,Brooke Lierman,"[1078882, 1081734, 1084957]","[4, 1, 4]",3
22563,Mary WashingtonPamela Queen,Mary Washington,Pamela Queen,"[1071393, 1077102, 1083994]","[2, 4, 1]",3
13464,Maggie McIntoshMary Ann Lisanti,Maggie McIntosh,Mary Ann Lisanti,"[1073070, 1075271, 1090815]","[1, 4, 2]",3
21615,Roger MannoUlysses Currie,Roger Manno,Ulysses Currie,"[1066847, 1069908, 1073113]","[1, 4, 2]",3
17090,Benjamin BrooksSheree Sample-Hughes,Benjamin Brooks,Sheree Sample-Hughes,"[1078896, 1078973, 1081717]","[1, 2, 1]",3
4782,Diana FennellJoseline Pena-Melnyk,Diana Fennell,Joseline Pena-Melnyk,"[1075308, 1084006, 1084022]","[4, 1, 2]",3
10298,Ariana KellyFrank Turner,Ariana Kelly,Frank Turner,"[1072337, 1085230, 1085207]","[1, 4, 4]",3
22562,Angela AngelPamela Queen,Angela Angel,Pamela Queen,"[1036247, 1072383, 1077102]","[2, 1, 4]",3
10300,Ariana KellyKathleen Dumais,Ariana Kelly,Kathleen Dumais,"[1036197, 1077077, 1085230]","[4, 4, 4]",3
11895,C.T. WilsonHaven Shoemaker,C.T. Wilson,Haven Shoemaker,"[1083121, 1083020, 1085252]","[4, 4, 2]",3
20450,Aruna MillerSamuel Rosenberg,Aruna Miller,Samuel Rosenberg,"[1065048, 1077104, 1083059]","[4, 1, 4]",3
13936,Adelaide EckardtNancy King,Adelaide Eckardt,Nancy King,"[1071293, 1071316, 1072335]","[4, 1, 2]",3
17111,Clarence LamSheree Sample-Hughes,Clarence Lam,Sheree Sample-Hughes,"[1036225, 1085092, 1085276]","[4, 1, 2]",3
12210,Shirley Nathan-PulliamUlysses Currie,Shirley Nathan-Pulliam,Ulysses Currie,"[1069802, 1069908, 1073051]","[4, 4, 1]",3
24058,Warren MillerWilliam Folden,Warren Miller,William Folden,"[1075351, 1084011, 1085124]","[1, 1, 1]",3
19132,Bob CassillyJohn Astle,Bob Cassilly,John Astle,"[1073966, 1080716, 1104408]","[4, 2, 4]",3
17123,Angela AngelSheree Sample-Hughes,Angela Angel,Sheree Sample-Hughes,"[1085289, 1085009, 1085008]","[2, 4, 4]",3
15317,Eric LuedtkePat Young,Eric Luedtke,Pat Young,"[1061025, 1083062, 1083074]","[1, 1, 1]",3
22430,Chris WestMarice Morales,Chris West,Marice Morales,"[1085090, 1085138, 1089458]","[4, 1, 4]",3
7993,Marc KormanTawanna Gaines,Marc Korman,Tawanna Gaines,"[1069918, 1069843, 1083116]","[4, 4, 1]",3
5653,Anne KaiserAriana Kelly,Anne Kaiser,Ariana Kelly,"[1065090, 1073052, 1085230]","[4, 1, 4]",3
25742,Angela AngelDarryl Barnes,Angela Angel,Darryl Barnes,"[1072383, 1075293, 1075330]","[1, 1, 1]",3
25743,Darryl BarnesMary Washington,Darryl Barnes,Mary Washington,"[1073024, 1075293, 1084057]","[1, 1, 2]",3
15341,Carol KrimmPat Young,Carol Krimm,Pat Young,"[1073068, 1084053, 1096225]","[1, 4, 1]",3
18232,Cheryl KaganStephen Hershey,Cheryl Kagan,Stephen Hershey,"[1066874, 1069796, 1072371]","[4, 1, 4]",3
10803,Brooke LiermanStephen Lafferty,Brooke Lierman,Stephen Lafferty,"[1072323, 1072362, 1083987]","[4, 1, 2]",3
9095,Adrienne JonesBarrie Ciliberti,Adrienne Jones,Barrie Ciliberti,"[1069878, 1078874, 1078876]","[4, 1, 4]",3
22569,Diana FennellPamela Queen,Diana Fennell,Pamela Queen,"[1072348, 1077102, 1078959]","[1, 4, 1]",3
18223,Edward ReillyStephen Hershey,Edward Reilly,Stephen Hershey,"[1036355, 1058090, 1078962]","[4, 4, 4]",3
13411,Clarence LamSheila Hixson,Clarence Lam,Sheila Hixson,"[1066868, 1078907, 1085051]","[4, 4, 2]",3
20964,Kathleen DumaisSusan McComas,Kathleen Dumais,Susan McComas,"[1036197, 1066851, 1083069]","[4, 1, 1]",3
4757,Eric EbersoleJoseline Pena-Melnyk,Eric Ebersole,Joseline Pena-Melnyk,"[1075308, 1084006, 1084022]","[4, 1, 2]",3
23804,Kevin HornbergerNeil Parrott,Kevin Hornberger,Neil Parrott,"[1073028, 1084947, 1084915]","[1, 1, 1]",3
7994,Barbara FrushMarc Korman,Barbara Frush,Marc Korman,"[1062494, 1069918, 1069843]","[1, 4, 4]",3
24800,Eric EbersoleNick Mosby,Eric Ebersole,Nick Mosby,"[1077130, 1083132, 1085185]","[4, 1, 1]",3
13423,Angela AngelSheila Hixson,Angela Angel,Sheila Hixson,"[1066868, 1078907, 1085051]","[4, 4, 2]",3
15328,Jheanelle WilkinsPat Young,Jheanelle Wilkins,Pat Young,"[1072398, 1081764, 1083074]","[4, 1, 1]",3
10787,Brooke LiermanPat Young,Brooke Lierman,Pat Young,"[1072323, 1083074, 1084053]","[4, 1, 4]",3
13429,Mark ChangSheila Hixson,Mark Chang,Sheila Hixson,"[1066897, 1066868, 1085051]","[4, 4, 2]",3
13430,Diana FennellSheila Hixson,Diana Fennell,Sheila Hixson,"[1066868, 1078907, 1085051]","[4, 4, 2]",3
24855,Deb ReyWilliam Wivell,Deb Rey,William Wivell,"[1036205, 1081736, 1083968]","[1, 1, 1]",3
9503,Ariana KellyMichael Jackson,Ariana Kelly,Michael Jackson,"[1073953, 1077083, 1085207]","[4, 2, 4]",3
18073,Jheanelle WilkinsTawanna Gaines,Jheanelle Wilkins,Tawanna Gaines,"[1072398, 1084837, 1085245]","[4, 1, 2]",3
22556,Pamela QueenShane Robinson,Pamela Queen,Shane Robinson,"[1077102, 1077146, 1080867]","[4, 1, 1]",3
14993,Carolyn HowardMaggie McIntosh,Carolyn Howard,Maggie McIntosh,"[1075252, 1075271, 1090815]","[4, 4, 2]",3
23273,Sid SaabTerri Hill,Sid Saab,Terri Hill,"[1059478, 1081676, 1085111]","[4, 2, 4]",3
25834,Angela AngelBarbara Frush,Angela Angel,Barbara Frush,"[1071364, 1072383, 1062466]","[1, 1, 1]",3
21838,Angela AngelCharles Sydnor,Angela Angel,Charles Sydnor,"[1036247, 1066872, 1083056]","[2, 4, 1]",3
17195,Bonnie CullisonCharles Sydnor,Bonnie Cullison,Charles Sydnor,"[1073939, 1073938, 1084926]","[1, 1, 1]",3
21836,Charles SydnorDarryl Barnes,Charles Sydnor,Darryl Barnes,"[1066864, 1075293, 1083056]","[2, 1, 1]",3
10638,George EdwardsWayne Norman,George Edwards,Wayne Norman,"[1071395, 1075281, 1080731]","[1, 1, 1]",3
23167,Alfred CarrGlen Glass,Alfred Carr,Glen Glass,"[1084869, 1085301, 1085254]","[1, 1, 1]",3
9320,Ariana KellyEric Bromwell,Ariana Kelly,Eric Bromwell,"[1069929, 1077089, 1095742]","[4, 4, 4]",3
20510,David MoonSamuel Rosenberg,David Moon,Samuel Rosenberg,"[1065061, 1077104, 1080841]","[1, 1, 5]",3
21640,Nathaniel McFaddenUlysses Currie,Nathaniel McFadden,Ulysses Currie,"[1069822, 1069908, 1073113]","[1, 4, 2]",3
20513,Clarence LamSamuel Rosenberg,Clarence Lam,Samuel Rosenberg,"[1036225, 1077104, 1085092]","[4, 1, 1]",3
13887,Bryan SimonaireJ.B. Jennings,Bryan Simonaire,J.B. Jennings,"[1066896, 1069806, 1098940]","[4, 2, 1]",3
20525,Angela AngelSamuel Rosenberg,Angela Angel,Samuel Rosenberg,"[1077066, 1077104, 1083059]","[2, 1, 4]",3
18010,Antonio HayesJheanelle Wilkins,Antonio Hayes,Jheanelle Wilkins,"[1073100, 1085088, 1084970]","[2, 4, 4]",3
15266,Bilal AliCurtis Anderson,Bilal Ali,Curtis Anderson,"[1073081, 1080818, 1084056]","[1, 4, 2]",3
20941,Kathleen DumaisShane Robinson,Kathleen Dumais,Shane Robinson,"[1036197, 1077077, 1083053]","[4, 4, 1]",3
9487,Eric BromwellPatrick McDonough,Eric Bromwell,Patrick McDonough,"[1069929, 1077089, 1095742]","[4, 4, 4]",3
22448,Marice MoralesSid Saab,Marice Morales,Sid Saab,"[1085111, 1085090, 1089458]","[4, 4, 4]",3
20936,Bilal AliKathleen Dumais,Bilal Ali,Kathleen Dumais,"[1036197, 1083053, 1084065]","[4, 1, 2]",3
20543,Keith HaynesSamuel Rosenberg,Keith Haynes,Samuel Rosenberg,"[1075261, 1075285, 1077104]","[1, 1, 1]",3
9344,Dan MorhaimEric Bromwell,Dan Morhaim,Eric Bromwell,"[1062536, 1094159, 1108864]","[4, 1, 1]",3
13524,Jeff WaldstreicherMary Ann Lisanti,Jeff Waldstreicher,Mary Ann Lisanti,"[1073070, 1075319, 1085227]","[1, 1, 4]",3
24022,Barrie CilibertiTony McConkey,Barrie Ciliberti,Tony McConkey,"[1075239, 1084913, 1077174]","[1, 1, 1]",3
17186,Bonnie CullisonKathleen Dumais,Bonnie Cullison,Kathleen Dumais,"[1036197, 1077077, 1080710]","[4, 4, 1]",3
10695,George EdwardsRoger Manno,George Edwards,Roger Manno,"[1058096, 1073133, 1075281]","[1, 4, 1]",3
20456,Samuel RosenbergThe Speaker,Samuel Rosenberg,The Speaker,"[1069930, 1073957, 1085039]","[4, 4, 4]",3
14996,Keith HaynesMaggie McIntosh,Keith Haynes,Maggie McIntosh,"[1075261, 1075271, 1090815]","[1, 4, 2]",3
23131,Alfred CarrClarence Lam,Alfred Carr,Clarence Lam,"[1081834, 1084026, 1084032]","[1, 1, 1]",3
23819,Kevin HornbergerMary Washington,Kevin Hornberger,Mary Washington,"[1062551, 1084057, 1085159]","[4, 2, 2]",3
23137,Alfred CarrShane Robinson,Alfred Carr,Shane Robinson,"[1058118, 1080867, 1090836]","[5, 1, 1]",3
18062,Carolyn HowardJheanelle Wilkins,Carolyn Howard,Jheanelle Wilkins,"[1072398, 1072375, 1081764]","[4, 2, 1]",3
13497,Benjamin KramerMary Ann Lisanti,Benjamin Kramer,Mary Ann Lisanti,"[1077017, 1085109, 1085173]","[1, 4, 4]",3
7836,Jay WalkerMarc Korman,Jay Walker,Marc Korman,"[1069894, 1069918, 1069843]","[4, 4, 4]",3
10696,George EdwardsJohn Astle,George Edwards,John Astle,"[1073116, 1073133, 1080731]","[1, 4, 1]",3
7942,Marc KormanTony Knotts,Marc Korman,Tony Knotts,"[1062557, 1069918, 1069843]","[4, 4, 4]",3
20947,Angela AngelKathleen Dumais,Angela Angel,Kathleen Dumais,"[1036197, 1036247, 1077077]","[4, 2, 4]",3
16265,Paul CordermanSid Saab,Paul Corderman,Sid Saab,"[1066900, 1069817, 1085111]","[1, 1, 4]",3
11951,Bob LongC.T. Wilson,Bob Long,C.T. Wilson,"[1083150, 1083121, 1085252]","[2, 4, 2]",3
10673,George EdwardsMichael Hough,George Edwards,Michael Hough,"[1061033, 1072349, 1075347]","[1, 1, 1]",3
13509,Frank TurnerMary Ann Lisanti,Frank Turner,Mary Ann Lisanti,"[1066895, 1073070, 1083083]","[4, 1, 1]",3
10324,Alfred CarrAriana Kelly,Alfred Carr,Ariana Kelly,"[1078971, 1085230, 1085207]","[4, 4, 4]",3
20481,Nicholaus KipkeSamuel Rosenberg,Nicholaus Kipke,Samuel Rosenberg,"[1065104, 1080785, 1083059]","[4, 4, 4]",3
13515,James TarlauMary Ann Lisanti,James Tarlau,Mary Ann Lisanti,"[1066902, 1066895, 1073070]","[4, 4, 1]",3
7866,David Fraser-hidalgoMarc Korman,David Fraser-hidalgo,Marc Korman,"[1062548, 1069918, 1069843]","[4, 4, 4]",3
20948,Kathleen DumaisMary Washington,Kathleen Dumais,Mary Washington,"[1036197, 1077077, 1084057]","[4, 4, 2]",3
11151,David Fraser-hidalgoVanessa Atterbeary,David Fraser-hidalgo,Vanessa Atterbeary,"[1062473, 1084066, 1085161]","[2, 2, 4]",3
9575,Aruna MillerMichael Jackson,Aruna Miller,Michael Jackson,"[1073956, 1078918, 1080750]","[1, 4, 4]",3
21068,Keith HaynesKirill Reznik,Keith Haynes,Kirill Reznik,"[1068414, 1072397, 1075261]","[5, 1, 1]",3
21437,David MoonJoseph Vallario,David Moon,Joseph Vallario,"[1080841, 1085011, 1085128]","[5, 2, 1]",3
9729,Bonnie CullisonEdith Patterson,Bonnie Cullison,Edith Patterson,"[1073099, 1073139, 1081814]","[2, 4, 1]",3
16742,Cheryl GlennFrank Conaway,Cheryl Glenn,Frank Conaway,"[1058988, 1084918, 1085125]","[4, 4, 1]",3
11446,Ana GutierrezWilliam Frick,Ana Gutierrez,William Frick,"[1085056, 1084958, 1085187]","[1, 2, 1]",3
23580,Christopher AdamsDeb Rey,Christopher Adams,Deb Rey,"[1065103, 1073035, 1081736]","[1, 4, 1]",3
9725,Cheryl GlennEdith Patterson,Cheryl Glenn,Edith Patterson,"[1072363, 1073099, 1073139]","[1, 2, 4]",3
11440,Carolyn HowardWilliam Frick,Carolyn Howard,William Frick,"[1066904, 1085056, 1084958]","[4, 1, 2]",3
19367,Benjamin BrooksBenjamin Kramer,Benjamin Brooks,Benjamin Kramer,"[1077017, 1081717, 1085173]","[1, 1, 4]",3
25238,David MoonMichael Malone,David Moon,Michael Malone,"[1062532, 1066906, 1073106]","[5, 1, 1]",3
5454,Carl AndertonJay Jacobs,Carl Anderton,Jay Jacobs,"[1061075, 1083985, 1084067]","[1, 4, 4]",3
16032,Ric MetzgarTrent Kittleman,Ric Metzgar,Trent Kittleman,"[1061038, 1077082, 1077026]","[1, 1, 4]",3
19397,Barrie CilibertiBenjamin Kramer,Barrie Ciliberti,Benjamin Kramer,"[1075239, 1077017, 1078888]","[1, 1, 1]",3
11432,Diana FennellWilliam Frick,Diana Fennell,William Frick,"[1066904, 1085056, 1084958]","[4, 1, 2]",3
11431,Mark ChangWilliam Frick,Mark Chang,William Frick,"[1085056, 1084958, 1084935]","[1, 2, 2]",3
14301,Dan MorhaimJoseph Vallario,Dan Morhaim,Joseph Vallario,"[1085241, 1084860, 1085128]","[4, 1, 1]",3
